"[first_name] בוא נשלים את ""[challenge_name]""! עלית במשקל השבוע. נסה ככל יכולתך להיות פעיל ולבצע מעקב אחר ההתקדמות שלך כדי להשלים את האתגר"
"[first_name], בוא נתחיל את היום עם ארוחת בוקר בריאה יותר הכוללת קערת דגני בוקר עשירה בסיבים ולא בסוכרים. שיהיה יום נפלא!"
"[first_name], בינתיים השגת פחות ממחצית היעד השבועי, יש עוד 4 ימים להגביר את הקצב "
"[first_name], בינתיים השלמת פחות ממחצית מהיעד השבועי, סומכים עליך שלמען בריאותך היעד יושג בהמשך השבוע!"
"[first_name], במהלך ארוחת הצהריים זכור ללעוס לאט ושים לב לטעם, לריח ולמרקם, כך תהנה יותר מכל ביס ותימנע מאכילת יתר"
"[first_name], במקום לנשנש אוכל תעשייתי מעובד עתיר סוכר, נסה אפשרויות בריאות יותר להכנה בבית כמו: פופקורן בייתי או מבחר סוגי אגוזים. זה יעזור לך לשמור על דיאטה ויעדי המשקל שלך"
"[first_name], במקום לשתות משקאות קלים ממותקים, הוסף פרוסות מלפפונים או פירות הדר למים שלך. זה גם יהפוך אותם לטעימים יותר וגם יעשיר אותם בוויטמינים!"
"[first_name], בצע יותר פעילות כדי לשפר את מיקומך בלוח התוצאות לפעילות השבועית. [days_left] לשיפור המיקום. אנחנו סומכים עליך :)"
"[first_name] ברכות על עמידה ביעד ב 3 שבועות האחרונים! זה המסלול לחיים בריאים, המשך כך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name] ברכות על עמידה ביעד ב 4 שבועות האחרונים! זה המסלול לחיים בריאים, המשך כך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name] ברכות על עמידה ביעד בשבועיים האחרונים! זה המסלול לחיים בריאים, המשך כך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name] ברכות על עמידה ביעד בשבוע שחלף! זה המסלול לחיים בריאים, המשך כך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name] ברכות על עמידה ביעד מספר שבועות האחרונים! זה המסלול לחיים בריאים, המשך כך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name], בשבוע שחלף התקשת לעמוד ביעד. לא נורא, בשבוע הזה תכנית חדשה ורגועה יותר. יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], בשבוע שחלף לא עמדת ביעד השבועי. אנו מתאימים לך את הקצב כדי שתעמוד ביעדים. יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], בשבוע שחלף לא עמדת ביעד השבועי של 150 דק' פעילות אחרי שבשבוע קודם הצלחת. הוכחת שזה אפשרי אז אין תירוצים! יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], בשבוע שחלף לא עמדת ביעד השבועי של 150 דק' פעילות אחרי שבשבוע קודם הצלחת. חוזרים לנצח בכל הכוח! יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], בשבוע שחלף לא עמדת ביעד השבועי של 150 דק' פעילות אחרי שבשבוע קודם הצלחת. לא מוותרים בשבוע הזה! יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], האפליקציה לא פעילה כשבוע :( הפעל אותה כעת לעדכון תכנית וחזרה לשגרת פעילות בריאה יותר"
"[first_name], האפליקציה לא פעילה כשבועיים ואנחנו ממש מתגעגעים אליך. הפעל אותה כעת וחזור למסלול הבריא"
"[first_name], האפליקציה לא פעילה מאתמול. מומלץ להפעילה ולהשאירה במצב פתוח"
"[first_name], האפליקציה לא פעילה מס' ימים ואנחנו מתחילים להתגעגע. הפעל כעת"
"[first_name], הגיע הזמן לאכול צהריים :) ארוחה מאוזנת הכוללת מרכיבים טבעיים כמו ירקות וחלבונים, יעזרו לך לעמוד ביעדי המשקל שלך ולחיות בריא יותר!"
"[first_name], הגיע הזמן לקחת את התרופה שלך"
"[first_name] ההרגשה מצוינת כשעומדים ביעד 3 שבועות ברציפות, נכון? בשבוע הזה חוזרים על ההצלחה. היעד הוא: [current_weekly_goal] דק'"
"[first_name] ההרגשה מצוינת כשעומדים ביעד 4 שבועות ברציפות, נכון? בשבוע הזה חוזרים על ההצלחה. היעד הוא: [current_weekly_goal] דק'"
"[first_name] ההרגשה מצוינת כשעומדים ביעד השבועי, נכון? בשבוע הזה חוזרים על ההצלחה. היעד הוא: [current_weekly_goal] דק'"
"[first_name] ההרגשה מצוינת כשעומדים ביעד מספר שבועות ברציפות, נכון? בשבוע הזה חוזרים על ההצלחה. היעד הוא: [current_weekly_goal] דק'"
"[first_name] ההרגשה מצוינת כשעומדים ביעד שבועיים ברציפות, נכון? בשבוע הזה חוזרים על ההצלחה. היעד הוא: [current_weekly_goal] דק'"
[first_name] הוכחת לעצמך שהכל אפשרי אם רוצים! גאים בך על עמידה ביעד התכנית של 150 דק' בשבוע מוקדם מהצפוי 
"[first_name] החגיגות מתחילות 🎈! אנחנו מאחלים לך המון מזל טוב! שתמשיך להגיע רחוק, המון בריאות ואושר"
"[first_name], הידעת שהוספת פירות הדר כמו אשכולית או לימון למים שלך, תהפוך אותם לטעימים הרבה יותר ותעשיר אותם בוויטמינים?!"
"[first_name], המשקל שלך לא השתנה השבוע. נסה לרדת במשקל כדי להשלים את ""[challenge_name]"" ולחיות חיים בריאים יותר :)"
"[first_name], המשקל שלך לא השתנה שבוע שעבר. הקפד לאכול בריא ונסה להימנע ממזון מהיר"
"[first_name], הנה תזכורת נוספת לקחת תרופה"
"[first_name] הפתעת אותנו בגדול ושברת את השיא האישי שלך אתמול במרחק יומי של [distance_record] ק""מ! כל הכבוד!"
"[first_name], הפתעת אותנו בגדול ושברת את השיא האישי שלך אתמול בשריפת [calories_record] קלוריות! כל הכבוד!"
[first_name] הצטיינת בשבוע שחלף! מחכים כבר לחגוג איתך גם השבוע :) יעד השבוע הוא: [current_weekly_goal] דק'
"[first_name], הקפד להיבדק על ידי רופא כל מספר חודשים. בדיקת דם פשוטה יכולה לספק לך מידע חשוב על בריאותך"
"[first_name], השלמת עד כה יותר ממחצית היעד השבועי, נותר רק להמשיך כך!"
"[first_name], השתדל לא לאכול מהר ושב לאכול בסביבה ובאווירה רגועה עם מינימום הסחות דעת. בתיאבון :)"
"[first_name], השתדל להימנע משתיית קפה לפני השינה! מחקרים מראים שקפאין עלול להפריע לשינה שלך!"
"[first_name], התלבש חם וצא להליכה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], התלבש חם וצא להליכת בוקר ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], התלבש חם וצא להליכת בוקר ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], התלבש חם וצא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], זה בוקר נפלא ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], זה בוקר נפלא ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו  "
"[first_name], זה בוקר נפלא ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], זה בוקר נפלא ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], זה בוקר נפלא ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], זה בוקר נפלא לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], זה בוקר נפלא לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], זה בוקר נפלא לצאת להליכת בוקר ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], זה בוקר נפלא לצאת להליכת בוקר ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], זה יום נעים ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא וזמן מצוין ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא ויש לך זמן פנוי ב [slot_start_time] לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא יש לך זמן פנוי ב [slot_start_time] להליכה מרעננת ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא יש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה יום נפלא לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא וזמן מצוין ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא ויש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא ויש לך זמן פנוי ב [slot_start_time] לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא יש לך זמן פנוי ב [slot_start_time] להליכה מרעננת ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא יש לך זמן פנוי ב [slot_start_time] ללכת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זה ערב נפלא לצאת לצאת להליכה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו להיום "
"[first_name], זה ערב נפלא לצאת לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], זכור לעדכן את משקלך השבוע! אתה צריך לשמור על משקלך במשך האתגר שלך כדי להשלים את ""[challenge_name]"". סומכים עליך!"
"[first_name], זכור לעדכן את משקלך השבוע. נסה לרדת במשקל ולהשלים את ""[challenge_name]"". אנחנו סומכים עליך!"
"[first_name], זכור לעדכן את משקלך כדי לרדת [weekly_weight_loss_goal] [user_unit] השבוע ולהשלים את ""[challenge_name]"". מאמינים בך!"
"[first_name], חשוב לנו להזכיר לך להיות טוב וסלחני כלפי עצמך, גם כשדברים לא הולכים כמתוכנן!"
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לטיול בוקר ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לטיול בוקר ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לטייל ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ונשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ונשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], יורד גשם בחוץ אז קח מטריה וצא ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא להליכה נמרצת ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], יורד גשם בחוץ אז קח מטריה וצא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], יצאת לאכול בחוץ וקבלת מנה גדולה? אל תרגיש מחויב לסיים הכל. קח את מה שנשאר בצלחת הביתה ותהנה מעוד ארוחה קטנה וטעימה במועד מאוחר יותר"
"[first_name], יש לך זמן פנוי ב [slot_start_time] ללכת לעשות סיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו "
"[first_name], יש לך זמן פנוי ב [slot_start_time] ללכת לעשות סיבוב ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות"
"[first_name], יש לך זמן פנוי ב [slot_start_time] לצאת לטיול בוקר ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], יש לך זמן פנוי ב [slot_start_time] לצאת לטיול בוקר ב[location_Name] ברחוב [location_address] ולהשלים את [[X]] הדק' שנותרו ליעד היומי. סומכים עליך שתעשה זאת!  "
"[first_name], יש לך זמן פנוי ב [slot_start_time] לצאת לסיבוב ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך "
"[first_name], יש לך זמן פנוי ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], יש לך זמן פנוי ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], כאשר אתה מנסה לבחור מה לאכול בצהריים בזמן העבודה, השתדל לבחור באפשרות הבריאה יותר. שיהיה לך בתיאבון!"
"[first_name], כבר לקחת את התרופה שלך? 📅~שמנו לב שלא דיווחת על זה באפליקציה, אז הינה עוד תזכורת לדבוק בתוכנית הטיפול שלך 😊"
"[first_name], כל הכבוד על השגת היעד היומי! רק אתה יכול לשלוט על העתיד שלך"
"[first_name], כשאתה פותח את ארון המטבח/המקרר, תוודא שהחטיפים הבריאים המועדפים עליך, יהיו במדף נגיש. זה יגרום לך לבחור בכל פעם מחדש באפשרות הבריאה יותר לנשנוש"
"[first_name], לך ב [slot_start_time] לחלץ עצמות ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], לך ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], לך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], לך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], לך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], לפני השינה מומלץ להימנע משימוש ממושך במסכים פולטי אור כמו מחשב, טאבלט או מכשיר נייד. אתה זקוק לפחות ל-7 שעות שינה איכותיות ושקטות!"
"[first_name], מגיעות לך מחיאות כפיים על עמידה ביעד היומי, עכשיו חשוב לשתות מים ולנוח לקראת מחר"
"[first_name],מומלץ להימנע משתיית משקאות קלים מוגזים ומיצי פירות ממותקים. החלף אותם במים. זה בריא יותר ומשמין פחות..."
"[first_name], מומלץ לצרוך מזון עשיר בסיבים כשעתיים לפני אימון/פעילות גופנית. זה יטעין אותך באנרגיה שתסייע לך להתאמן בצורה יעילה יותר!"
"[first_name], מחקרים מוכיחים ש 150 דק' פעילות בשבוע משפרים את הבריאות, עשית זאת שוב בשבוע שחלף! המשך כך!"
"[first_name], מרגישים שקצת קשה לך, אנו מעדכנים את תכניתך ומתאימים את היעדים לקצב שלך. יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name], מרגישים שקצת קשה לך, אנו מעדכנים את תכניתך ומתאימים את היעדים לקצב שלך. יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], מרגיש רדום? אז במקום לראות עוד פרק בסדרה קום מהספה, כנס למיטה ולך לישון מוקדם. חוסר שינה משפיע לרעה על בריאותך. לילה טוב :)"
"[first_name], מתכנן לעשות היום פעילות גופנית? מעולה! אכילת מזון עשיר בסיבים כשעתיים לפני הפעילות, יגרום לך להרגיש אנרגטי יותר!"
"[first_name], מתלבט מה לאכול לצהריים? פשוט תסתכל ברכיבי הארוחה ובחר את זו העשויה מרכיבים טריים וטבעיים. זה גם בריא יותר וגם משמין פחות!"
[first_name] מתקשה לעמוד ביעדים השבועיים? אז פעם ביום מוותרים על המעלית ועולים במדרגות. יעד השבוע הוא: [current_weekly_goal] דק'
"[first_name], מתקשה לעמוד ביעדים השבועיים? אנו מתאימים אליך את הקצב! יעד השבוע הוא: [current_weekly_goal] דק'"
"[first_name], מתקשה לעמוד ביעדים השבועיים? לא נורא, בשבוע הזה תכנית חדשה ורגועה יותר. יעד השבוע הוא: [current_weekly_goal] דק' "
"[first_name], נותרו [[X]] דק' פעילות ליעד היומי, מוותרים על מעלית ועולים ברגל!"
"[first_name], נותרו [[X]] דק' פעילות ליעד היומי, מחנים רחוק מהבית או מקום העבודה והולכים ברגל!"
"[first_name], נותרו [[X]] דק' פעילות ליעד היומי, קובעים עכשיו עם חבר טוב ויוצאים להליכה יחד!"
"[first_name], נכון, לחם לבן זה טעים אבל לא ממש בריא! נסה לעבור ללחם בריא יותר למשל מחיטה מלאה במקום"
"[first_name], נסה להימנע מאכילת ארוחות גדולות וכבדות פעם או פעמיים ביום. במקום זאת, עבור לשגרת ארוחות קטנות ומאוזנות יותר לאורך היום. כחלק מסדר יום חדש ובריא יותר!"
"[first_name], נעים בחוץ אז אולי תצא ב [slot_start_time] לחלץ עצמות ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז אולי תצא ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך? סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז כדאי לצאת ב [slot_start_time] לחלץ עצמות ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז כדאי לצאת ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], נעים בחוץ אז כדאי לצאת ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז כדאי לצאת להליכה מרעננת ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז לך ב [slot_start_time] לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז לך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז לך לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], נעים בחוץ אז צא להליכה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז צא להליכת בוקר ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז צא להליכת בוקר ב[location_Name] ברחוב [location_address] ותשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], נעים בחוץ אז צא לסיבוב ב [slot_start_time] לחלץ עצמות ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ אז צא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ וזה זמן מעולה לצאת לסיבוב ב [slot_start_time] ב[location_Name] ברחוב [location_address] ולהשיג את [[X]] דק' הפעילות שנותרו. סומכים עליך שתעשה זאת!  "
"[first_name], נעים בחוץ וזה זמן מעולה לצאת לסיבוב ב [slot_start_time] ב[location_Name] ברחוב [location_address] ולהשיג את היעד היומי של [activity_goal] דק' פעילות. סומכים עליך שתעשה זאת!"
"[first_name], נעים עכשיו בחוץ אז אולי תצא לקנות קפה ב[location_Name] ברחוב [location_address] ותשיג את [[X]] דק' הפעילות שנותרו לך? סומכים עליך שתעשה זאת!  "
"[first_name], נשארו לך עוד שבועיים כדי להשלים את ""[challenge_name]""! המשך לבצע פעילות ובצע מעקב אחר ההתקדמות שלך"
"[first_name], נשאר לך עוד שבוע אחד כדי להשלים את ""[challenge_name]""! המשך לבצע פעילות ובצע מעקב אחר ההתקדמות שלך"
"[first_name], עד כה השלמת פחות ממחצית היעד השבועי, לא נורא עוד חצי שבוע לפנינו!"
"[first_name], עד כה השלמת פחות ממחצית היעד השבועי, לא נורא עוד חצי שבוע לפנינו! "
"[first_name], עד כה עברת יותר ממחצית היעד השבועי, גאים בך ובקצב שלך!"
"[first_name], עד כה עברת יותר ממחצית היעד השבועי, שום דבר לא יעצור אותך עכשיו!"
"[first_name], עוד [[X]] דק' פעילות והגעת ליעד היומי, עוד מאמץ קטן!"
"[first_name], על מנת לעמוד ביעדי התכנית והמשקל שלך, מומלץ שתגביל את צריכת המזון המהיר. ארוחות אלה עשירות במלח, שומנים לא בריאים וסוכר"
[first_name] עמדת ביעד ב 3 שבועות האחרונים! מחכים כבר לחגוג איתך גם השבוע :) יעד השבוע הוא: [current_weekly_goal] דק'
[first_name] עמדת ביעד ב 4 שבועות האחרונים! מחכים כבר לחגוג איתך גם השבוע :) יעד השבוע הוא: [current_weekly_goal] דק'
[first_name] עמדת ביעד בשבועיים האחרונים! מחכים כבר לחגוג איתך גם השבוע :) יעד השבוע הוא: [current_weekly_goal] דק'
[first_name] עמדת ביעד מספר שבועות האחרונים! מחכים כבר לחגוג איתך גם השבוע :) יעד השבוע הוא: [current_weekly_goal] דק'
"[first_name], עמדת שוב ביעד השבועי של 150 דק' פעילות בשבוע שחלף. זאת הדרך הנכונה לחיים בריאים יותר! המשך כך!"
"[first_name], עמדת שוב ביעד של 150 דק' פעילות בשבוע שחלף ושיפרת את בריאותך! המשך כך!"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! אל תשכח לעדכן את משקלך כדי להשלים את האתגר ולשמור על אורח חיים בריא!"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! בוא נתחיל לרדת במשקל השבוע כדי להשלים את האתגר :)"
"[first_name] ערב טוב,""[challenge_name]"" התחיל היום! התמקד בלהשלים את יעד הפעילות השבועי של [current_week_goal] דק', 4 שבועות ברציפות. עקביות היא המפתח לאורח חיים בריא :)"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! התמקד בלהשלים את יעד הפעילות השבועי של [current_week_goal] דק' שבועיים ברציפות. בוא נעשה את זה!"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! זכור לדווח 3 ארוחות ביום והשלם את האתגר :)"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! זכור לעדכן את משקלך שבועיים ברציפות ולבצע מעקב אחר ההתקדמות שלך"
"[first_name] ערב טוב, ""[challenge_name]"" התחיל היום! חבר את המשקל וסנכרן את משקלך כדי לבצע מעקב אחר ההתקדמות שלך ולהשלים את האתגר :)"
